seq,tx_ts,rx_ts,latency_ns
5495,1763689454336556183,1763689454336476714,-79469
5496,1763689454337616000,1763689454337536207,-79793
5497,1763689454338676854,1763689454338597829,-79025
5498,1763689454339736652,1763689454339658563,-78089
5499,1763689454340796487,1763689454340717037,-79450
5500,1763689454341856211,1763689454341776345,-79866
5501,1763689454342916972,1763689454342837227,-79745
5502,1763689454343976918,1763689454343899331,-77587
5503,1763689454345036661,1763689454344956954,-79707
5504,1763689454346096422,1763689454346016724,-79698
5505,1763689454347157350,1763689454347077865,-79485
5506,1763689454348217222,1763689454348138506,-78716
5507,1763689454349276983,1763689454349197333,-79650
5508,1763689454350336781,1763689454350256715,-80066
5509,1763689454351397746,1763689454351319078,-78668
5510,1763689454352457581,1763689454352377923,-79658
5511,1763689454353517398,1763689454353437453,-79945
5512,1763689454354578159,1763689454354498353,-79806
5513,1763689454355638013,1763689454355558976,-79037
5514,1763689454356697885,1763689454356617802,-80083
5515,1763689454357757591,1763689454357678591,-79000
5516,1763689454358818426,1763689454358738639,-79787
5517,1763689454359878224,1763689454359799392,-78832
5518,1763689454360937856,1763689454360857681,-80175
5519,1763689454361997172,1763689454361917489,-79683
5520,1763689454363057915,1763689454362979445,-78470
5521,1763689454364117750,1763689454364039437,-78313
5522,1763689454365177715,1763689454365096356,-81359
5523,1763689454366237328,1763689454366156497,-80831
5524,1763689454367298163,1763689454367218435,-79728
5525,1763689454368357943,1763689454368278335,-79608
5526,1763689454369417704,1763689454369337773,-79931
5527,1763689454370478576,1763689454370398914,-79662
5528,1763689454371538522,1763689454371460777,-77745
5529,1763689454372598320,1763689454372518677,-79643
5530,1763689454373658100,1763689454373577855,-80245
5531,1763689454374718824,1763689454374638811,-80013
5532,1763689454375778715,1763689454375699786,-78929
5533,1763689454376838532,1763689454376758205,-80327
5534,1763689454377898126,1763689454377817716,-80410
5535,1763689454378958943,1763689454378880579,-78364
5536,1763689454380018852,1763689454379940850,-78002
5537,1763689454381078669,1763689454380998380,-80289
5538,1763689454382138374,1763689454382058428,-79946
5539,1763689454383199080,1763689454383119458,-79622
5540,1763689454384258915,1763689454384179914,-79001
5541,1763689454385318787,1763689454385239426,-79361
5542,1763689454386411326,1763689454386332363,-78963
5543,1763689454387471995,1763689454387394004,-77991
5544,1763689454388532089,1763689454388452441,-79648
5545,1763689454389591961,1763689454389511675,-80286
5546,1763689454390652945,1763689454390573038,-79907
5547,1763689454391711502,1763689454391632809,-78693
5548,1763689454392769930,1763689454392689561,-80369
5549,1763689454393828302,1763689454393748332,-79970
5550,1763689454394888415,1763689454394808806,-79609
5551,1763689454395948472,1763689454395869503,-78969
5552,1763689454397008197,1763689454396927829,-80368
5553,1763689454398068106,1763689454397987970,-80136
5554,1763689454399128960,1763689454399049871,-79089
5555,1763689454400188758,1763689454400109641,-79117
5556,1763689454401248593,1763689454401168560,-80033
5557,1763689454402308391,1763689454402228127,-80264
5558,1763689454403369319,1763689454403290676,-78643
5559,1763689454404429210,1763689454404349243,-79967
5560,1763689454405489008,1763689454405408865,-80143
5561,1763689454406549732,1763689454406469932,-79800
5562,1763689454407609789,1763689454407531296,-78493
5563,1763689454408669624,1763689454408589770,-79854
5564,1763689454409729423,1763689454409649133,-80290
5565,1763689454410790202,1763689454410709886,-80316
5566,1763689454411850074,1763689454411771175,-78899
5567,1763689454412909595,1763689454412830705,-78890
5568,1763689454413969523,1763689454413889253,-80270
5569,1763689454415030358,1763689454414950228,-80130
5570,1763689454416090137,1763689454416010906,-79231
5571,1763689454417149954,1763689454417070028,-79926
5572,1763689454418209882,1763689454418129929,-79953
5573,1763689454419270773,1763689454419192607,-78166
5574,1763689454420330663,1763689454420251007,-79656
5575,1763689454421390517,1763689454421310833,-79684
5576,1763689454422451352,1763689454422371808,-79544
5577,1763689454423511299,1763689454423432134,-79165
5578,1763689454424571078,1763689454424490812,-80266
5579,1763689454425631006,1763689454425550620,-80386
5580,1763689454426691934,1763689454426612779,-79155
5581,1763689454427751862,1763689454427672865,-78997
5582,1763689454428811734,1763689454428731488,-80246
5583,1763689454429871625,1763689454429791258,-80367
5584,1763689454430932386,1763689454430852233,-80153
5585,1763689454431992313,1763689454431913374,-78939
5586,1763689454433052241,1763689454432972070,-80171
5587,1763689454434112002,1763689454434031712,-80290
5588,1763689454435172893,1763689454435093260,-79633
5589,1763689454436232839,1763689454436154049,-78790
5590,1763689454437292582,1763689454437212635,-79947
5591,1763689454438352510,1763689454438272572,-79938
5592,1763689454439413326,1763689454439334787,-78539
5593,1763689454440473180,1763689454440393836,-79344
5594,1763689454441532923,1763689454441452440,-80483
5595,1763689454442593739,1763689454442513562,-80177
5596,1763689454443653686,1763689454443574815,-78871
5597,1763689454444713595,1763689454444633400,-80195
5598,1763689454445773375,1763689454445693023,-80352
5599,1763689454446834117,1763689454446754293,-79824
5600,1763689454447893971,1763689454447814934,-79037
5601,1763689454448953695,1763689454448873872,-79823
5602,1763689454450013419,1763689454449932994,-80425
5603,1763689454451074217,1763689454450994061,-80156
5604,1763689454452134201,1763689454452055462,-78739
5605,1763689454453194017,1763689454453113881,-80136
5606,1763689454454253889,1763689454454174725,-79164
5607,1763689454455314762,1763689454455236144,-78618
5608,1763689454456373245,1763689454456293285,-79960
5609,1763689454457431543,1763689454457350760,-80783
5610,1763689454458491508,1763689454458413179,-78329
5611,1763689454459551510,1763689454459472375,-79135
5612,1763689454460611327,1763689454460531053,-80274
5613,1763689454461671162,1763689454461591287,-79875
5614,1763689454462732145,1763689454462653687,-78458
5615,1763689454463791462,1763689454463712884,-78578
5616,1763689454464851371,1763689454464771136,-80235
5617,1763689454465911151,1763689454465830962,-80189
5618,1763689454466971967,1763689454466891789,-80178
5619,1763689454468031821,1763689454467953726,-78095
5620,1763689454469091638,1763689454469011589,-80049
5621,1763689454470151491,1763689454470071212,-80279
5622,1763689454471212438,1763689454471132631,-79807
5623,1763689454472272328,1763689454472193457,-78871
5624,1763689454473332108,1763689454473252283,-79825
5625,1763689454474392999,1763689454474312980,-80019
5626,1763689454475452927,1763689454475373843,-79084
5627,1763689454476512706,1763689454476433114,-79592
5628,1763689454477572338,1763689454477492033,-80305
5629,1763689454478633080,1763689454478554396,-78684
5630,1763689454479693008,1763689454479614408,-78600
5631,1763689454480752769,1763689454480672900,-79869
5632,1763689454481812530,1763689454481733838,-78692
5633,1763689454482873347,1763689454482793960,-79387
5634,1763689454483933182,1763689454483854268,-78914
5635,1763689454484992962,1763689454484912946,-80016
5636,1763689454486052760,1763689454485973013,-79747
5637,1763689454487113632,1763689454487033858,-79774
5638,1763689454488173504,1763689454488094684,-78820
5639,1763689454489233284,1763689454489153233,-80051
5640,1763689454490293027,1763689454490213448,-79579
5641,1763689454491353917,1763689454491275441,-78476
5642,1763689454492413938,1763689454492334063,-79875
5643,1763689454493473773,1763689454493393482,-80291
5644,1763689454494534553,1763689454494454846,-79707
5645,1763689454495594443,1763689454495517339,-77104
5646,1763689454496654112,1763689454496572850,-81262
5647,1763689454497713817,1763689454497632139,-81678
5648,1763689454498774430,1763689454498693003,-81427
5649,1763689454499834358,1763689454499755033,-79325
5650,1763689454500894249,1763689454500814211,-80038
5651,1763689454501954121,1763689454501874315,-79806
5652,1763689454503014975,1763689454502935085,-79890
5653,1763689454504074903,1763689454503996801,-78102
5654,1763689454505134701,1763689454505054997,-79704
5655,1763689454506194499,1763689454506114842,-79657
5656,1763689454507255279,1763689454507184427,-70852
5657,1763689454508315077,1763689454508235772,-79305
5658,1763689454509374856,1763689454509295969,-78887
5659,1763689454510435636,1763689454510356110,-79526
5660,1763689454511495527,1763689454511416844,-78683
5661,1763689454512555251,1763689454512475114,-80137
5662,1763689454513615105,1763689454513535200,-79905
5663,1763689454514675643,1763689454514595897,-79746
5664,1763689454515735460,1763689454515656630,-78830
5665,1763689454516795240,1763689454516715123,-80117
5666,1763689454517855001,1763689454517775431,-79570
5667,1763689454518915818,1763689454518836572,-79246
5668,1763689454519975653,1763689454519896806,-78847
5669,1763689454521035377,1763689454520955891,-79486
5670,1763689454522095212,1763689454522015495,-79717
5671,1763689454523156103,1763689454523077877,-78226
5672,1763689454524216086,1763689454524137296,-78790
5673,1763689454525275866,1763689454525196048,-79818
5674,1763689454526335664,1763689454526255578,-80086
5675,1763689454527396444,1763689454527317738,-78706
5676,1763689454528456316,1763689454528376249,-80067
5677,1763689454529516040,1763689454529436038,-80002
5678,1763689454530576894,1763689454530497105,-79789
5679,1763689454531636877,1763689454531558506,-78371
5680,1763689454532696749,1763689454532616591,-80158
5681,1763689454533756621,1763689454533676658,-79963
5682,1763689454534817345,1763689454534737892,-79453
5683,1763689454535877347,1763689454535799403,-77944
5684,1763689454536937053,1763689454536857896,-79157
5685,1763689454537996869,1763689454537916834,-80035
5686,1763689454539057705,1763689454538978104,-79601
5687,1763689454540117707,1763689454540039301,-78406
5688,1763689454541177505,1763689454541097461,-80044
5689,1763689454542237377,1763689454542157305,-80072
5690,1763689454543298194,1763689454543219502,-78692
5691,1763689454544358103,1763689454544278013,-80090
5692,1763689454545417938,1763689454545338154,-79784
5693,1763689454546478792,1763689454546400221,-78571
5694,1763689454547538701,1763689454547460159,-78542
5695,1763689454548598481,1763689454548518541,-79940
5696,1763689454549658242,1763689454549578311,-79931
5697,1763689454550719058,1763689454550640712,-78346
5698,1763689454551778949,1763689454551700464,-78485
5699,1763689454552838710,1763689454552758642,-80068
5700,1763689454553898527,1763689454553818635,-79892
5701,1763689454554959344,1763689454554881017,-78327
5702,1763689454556019401,1763689454555941121,-78280
5703,1763689454557079273,1763689454556999354,-79919
5704,1763689454558139090,1763689454558059199,-79891
5705,1763689454559199925,1763689454559121026,-78899
5706,1763689454560259927,1763689454560181167,-78760
5707,1763689454561319762,1763689454561239919,-79843
5708,1763689454562387616,1763689454562308115,-79501
5709,1763689454563447877,1763689454563369053,-78824
5710,1763689454564507897,1763689454564428972,-78925
5711,1763689454565567362,1763689454565487798,-79564
5712,1763689454566628234,1763689454566548439,-79795
5713,1763689454567688088,1763689454567609265,-78823
5714,1763689454568747960,1763689454568668129,-79831
5715,1763689454569807759,1763689454569727881,-79878
5716,1763689454570868557,1763689454570788670,-79887
5717,1763689454571928392,1763689454571850070,-78322
5718,1763689454572988209,1763689454572908915,-79294
5719,1763689454574047988,1763689454573967834,-80154
5720,1763689454575108879,1763689454575029105,-79774
5721,1763689454576168862,1763689454576089820,-79042
5722,1763689454577228660,1763689454577148868,-79792
5723,1763689454578288403,1763689454578209343,-79060
5724,1763689454579349127,1763689454579270799,-78328
5725,1763689454580409092,1763689454580329421,-79671
5726,1763689454581468909,1763689454581389229,-79680
5727,1763689454582529688,1763689454582450092,-79596
5728,1763689454583589560,1763689454583511030,-78530
5729,1763689454584649451,1763689454584569430,-80021
5730,1763689454585709268,1763689454585629015,-80253
5731,1763689454586770029,1763689454586690953,-79076
5732,1763689454587830012,1763689454587751594,-78418
5733,1763689454588889773,1763689454588808161,-81612
5734,1763689454589949479,1763689454589867672,-81807
5735,1763689454591010296,1763689454590929073,-81223
5736,1763689454592070168,1763689454591991732,-78436
5737,1763689454593129929,1763689454593050225,-79704
5738,1763689454594189727,1763689454594109903,-79824
5739,1763689454595250562,1763689454595178544,-72018
5740,1763689454596310509,1763689454596231037,-79472
5741,1763689454597370381,1763689454597290456,-79925
5742,1763689454598431142,1763689454598351505,-79637
5743,1763689454599490959,1763689454599412109,-78850
5744,1763689454600550738,1763689454600471028,-79710
5745,1763689454601610574,1763689454601530409,-80165
5746,1763689454602671353,1763689454602591569,-79784
5747,1763689454603731262,1763689454603652858,-78404
5748,1763689454604791005,1763689454604710833,-80172
5749,1763689454605850766,1763689454605771789,-78977
5750,1763689454606911435,1763689454606831967,-79468
5751,1763689454607971233,1763689454607893293,-77940
5752,1763689454609031161,1763689454608951101,-80060
5753,1763689454610091051,1763689454610011334,-79717
5754,1763689454611151924,1763689454611072235,-79689
5755,1763689454612211722,1763689454612133191,-78531
5756,1763689454613271575,1763689454613191832,-79743
5757,1763689454614331244,1763689454614251862,-79382
5758,1763689454615392116,1763689454615313743,-78373
5759,1763689454616451581,1763689454616372199,-79382
5760,1763689454617511398,1763689454617431340,-80058
5761,1763689454618572270,1763689454618492407,-79863
5762,1763689454619632161,1763689454619554326,-77835
5763,1763689454620691977,1763689454620612208,-79769
5764,1763689454621751775,1763689454621671738,-80037
5765,1763689454622812722,1763689454622733138,-79584
5766,1763689454623872538,1763689454623794113,-78425
5767,1763689454624932337,1763689454624853272,-79065
5768,1763689454625992264,1763689454625912488,-79776
5769,1763689454627052988,1763689454626973462,-79526
5770,1763689454628112805,1763689454628034844,-77961
5771,1763689454629172455,1763689454629092800,-79655
5772,1763689454630232253,1763689454630153367,-78886
5773,1763689454631293070,1763689454631214915,-78155
5774,1763689454632352942,1763689454632273112,-79830
5775,1763689454633412759,1763689454633333864,-78895
5776,1763689454634473501,1763689454634393801,-79700
5777,1763689454635533318,1763689454635454276,-79042
5778,1763689454636592950,1763689454636512861,-80089
5779,1763689454637652711,1763689454637572891,-79820
5780,1763689454638713564,1763689454638634106,-79458
5781,1763689454639773511,1763689454639695210,-78301
5782,1763689454640833327,1763689454640753426,-79901
5783,1763689454641893089,1763689454641813956,-79133
5784,1763689454642953961,1763689454642874078,-79883
5785,1763689454644013851,1763689454643935145,-78706
5786,1763689454645073724,1763689454644993675,-80049
5787,1763689454646133633,1763689454646053705,-79928
5788,1763689454647194413,1763689454647115605,-78808
5789,1763689454648254322,1763689454648175580,-78742
5790,1763689454649314027,1763689454649233999,-80028
5791,1763689454650373918,1763689454650304510,-69408
5792,1763689454651434309,1763689454651355873,-78436
5793,1763689454652494163,1763689454652414329,-79834
5794,1763689454653554016,1763689454653473804,-80212
5795,1763689454654614889,1763689454654535704,-79185
5796,1763689454655674742,1763689454655596660,-78082
5797,1763689454656734559,1763689454656655283,-79276
5798,1763689454657794394,1763689454657714627,-79767
5799,1763689454658855322,1763689454658775972,-79350
5800,1763689454659915268,1763689454659836669,-78599
5801,1763689454660975011,1763689454660895847,-79164
5802,1763689454662034753,1763689454661954821,-79932
5803,1763689454663095440,1763689454663015814,-79626
5804,1763689454664155257,1763689454664076826,-78431
5805,1763689454665215000,1763689454665135133,-79867
5806,1763689454666274890,1763689454666195163,-79727
5807,1763689454667335392,1763689454667257582,-77810
5808,1763689454668395209,1763689454668315223,-79986
5809,1763689454669454933,1763689454669375605,-79328
5810,1763689454670515768,1763689454670436283,-79485
5811,1763689454671575863,1763689454671497147,-78716
5812,1763689454672635642,1763689454672555528,-80114
5813,1763689454673695441,1763689454673615669,-79772
5814,1763689454674756146,1763689454674677533,-78613
5815,1763689454675815889,1763689454675737322,-78567
5816,1763689454676875613,1763689454676795815,-79798
5817,1763689454677935281,1763689454677855641,-79640
5818,1763689454678996042,1763689454678916486,-79556
5819,1763689454680055841,1763689454679977460,-78381
5820,1763689454681115565,1763689454681036250,-79315
5821,1763689454682175326,1763689454682095909,-79417
5822,1763689454683236124,1763689454683157050,-79074
5823,1763689454684295996,1763689454684218117,-77879
5824,1763689454685355868,1763689454685276018,-79850
5825,1763689454686416667,1763689454686336899,-79768
5826,1763689454687476409,1763689454687397355,-79054
5827,1763689454688536207,1763689454688457052,-79155
5828,1763689454689596098,1763689454689516397,-79701
5829,1763689454690656878,1763689454690577223,-79655
5830,1763689454691716768,1763689454691638086,-78682
5831,1763689454692776511,1763689454692696413,-80098
5832,1763689454693836235,1763689454693756609,-79626
5833,1763689454694897126,1763689454694817343,-79783
5834,1763689454695956980,1763689454695878225,-78755
5835,1763689454697016815,1763689454696937403,-79412
5836,1763689454698076539,1763689454697996933,-79606
5837,1763689454699137318,1763689454699057963,-79355
5838,1763689454700197265,1763689454700118456,-78809
5839,1763689454701257026,1763689454701176856,-80170
5840,1763689454702316713,1763689454702237571,-79142
5841,1763689454703376548,1763689454703297972,-78576
5842,1763689454704436309,1763689454704356224,-80085
5843,1763689454705496052,1763689454705416254,-79798
5844,1763689454706557146,1763689454706477191,-79955
5845,1763689454707617037,1763689454707538443,-78594
5846,1763689454708676891,1763689454708596807,-80084
5847,1763689454709736652,1763689454709656762,-79890
5848,1763689454710797413,1763689454710718385,-79028
5849,1763689454711857322,1763689454711778711,-78611
5850,1763689454712917009,1763689454712838445,-78564
5851,1763689454713976807,1763689454713897364,-79443
5852,1763689454715037661,1763689454714958338,-79323
5853,1763689454716097626,1763689454716020164,-77462
5854,1763689454717157350,1763689454717077269,-80081
5855,1763689454718216574,1763689454718136965,-79609
5856,1763689454719277465,1763689454719198791,-78674
5857,1763689454720337393,1763689454720257581,-79812
5858,1763689454721397246,1763689454721317407,-79839
5859,1763689454722458082,1763689454722378400,-79682
5860,1763689454723517880,1763689454723439022,-78858
5861,1763689454724577659,1763689454724498312,-79347
5862,1763689454725637420,1763689454725557675,-79745
5863,1763689454726698200,1763689454726618464,-79736
5864,1763689454727758017,1763689454727679661,-78356
5865,1763689454728817704,1763689454728738209,-79495
5866,1763689454729877446,1763689454729799054,-78392
5867,1763689454730938356,1763689454730858899,-79457
5868,1763689454731998320,1763689454731919910,-78410
5869,1763689454733058248,1763689454732978366,-79882
5870,1763689454734118009,1763689454734037989,-80020
5871,1763689454735178845,1763689454735099222,-79623
5872,1763689454736238661,1763689454736159956,-78705
5873,1763689454737298367,1763689454737218375,-79992
5874,1763689454738358128,1763689454738278775,-79353
5875,1763689454739418926,1763689454739340490,-78436
5876,1763689454740478780,1763689454740398798,-79982
5877,1763689454741538541,1763689454741458550,-79991
5878,1763689454742599283,1763689454742519599,-79684
5879,1763689454743657841,1763689454743580184,-77657
5880,1763689454744716306,1763689454744636474,-79832
5881,1763689454745774715,1763689454745694652,-80063
5882,1763689454746834772,1763689454746756885,-77887
5883,1763689454747894589,1763689454747816175,-78414
5884,1763689454748954350,1763689454748874742,-79608
5885,1763689454750014241,1763689454749934235,-80006
5886,1763689454751075132,1763689454750995283,-79849
5887,1763689454752135004,1763689454752056795,-78209
5888,1763689454753194746,1763689454753115232,-79514
5889,1763689454754254563,1763689454754175058,-79505
5890,1763689454755315398,1763689454755237051,-78347
5891,1763689454756375326,1763689454756295489,-79837
5892,1763689454757434995,1763689454757356000,-78995
5893,1763689454758495848,1763689454758416808,-79040
5894,1763689454759555850,1763689454759477115,-78735
5895,1763689454760615722,1763689454760535757,-79965
5896,1763689454761675484,1763689454761595379,-80105
5897,1763689454762736263,1763689454762656465,-79798
5898,1763689454763796154,1763689454763717439,-78715
5899,1763689454764855934,1763689454764775839,-80095
5900,1763689454765915639,1763689454765836295,-79344
5901,1763689454766976511,1763689454766896881,-79630
5902,1763689454768036513,1763689454767957948,-78565
5903,1763689454769095830,1763689454769015996,-79834
5904,1763689454770155554,1763689454770075545,-80009
5905,1763689454771216352,1763689454771138186,-78166
5906,1763689454772276187,1763689454772197679,-78508
5907,1763689454773336022,1763689454773256801,-79221
5908,1763689454774396950,1763689454774317257,-79693
5909,1763689454775456841,1763689454775378787,-78054
5910,1763689454776516695,1763689454776436965,-79730
5911,1763689454777576382,1763689454777496625,-79757
5912,1763689454778637328,1763689454778557914,-79414
5913,1763689454779697311,1763689454779619222,-78089
5914,1763689454780757035,1763689454780677326,-79709
5915,1763689454781816852,1763689454781737060,-79792
5916,1763689454782877743,1763689454782798145,-79598
5917,1763689454783937689,1763689454783859490,-78199
5918,1763689454784997561,1763689454784918446,-79115
5919,1763689454786057341,1763689454785977568,-79773
5920,1763689454787118102,1763689454787038580,-79522
5921,1763689454788177937,1763689454788099499,-78438
5922,1763689454789237810,1763689454789158047,-79763
5923,1763689454790297534,1763689454790217503,-80031
5924,1763689454791358517,1763689454791279848,-78669
5925,1763689454792418426,1763689454792338415,-80011
5926,1763689454793478132,1763689454793398630,-79502
5927,1763689454794538893,1763689454794459475,-79418
5928,1763689454795598821,1763689454795520097,-78724
5929,1763689454796658637,1763689454796579998,-78639
5930,1763689454797718473,1763689454797638824,-79649
5931,1763689454798779252,1763689454798701224,-78028
5932,1763689454799839180,1763689454799760551,-78629
5933,1763689454800898997,1763689454800819192,-79805
5934,1763689454801958832,1763689454801878907,-79925
5935,1763689454803019667,1763689454802940640,-79027
5936,1763689454804079558,1763689454804000819,-78739
5937,1763689454805139393,1763689454805059441,-79952
5938,1763689454806199210,1763689454806119212,-79998
5939,1763689454807260008,1763689454807181760,-78248
5940,1763689454808318547,1763689454808238864,-79683
5941,1763689454809376919,1763689454809296765,-80154
5942,1763689454810437180,1763689454810357887,-79293
5943,1763689454811497126,1763689454811418714,-78412
5944,1763689454812557036,1763689454812478169,-78867
5945,1763689454813616908,1763689454813537292,-79616
5946,1763689454814677799,1763689454814598026,-79773
5947,1763689454815737652,1763689454815659222,-78430
5948,1763689454816797432,1763689454816717641,-79791
5949,1763689454817857267,1763689454817777504,-79763
5950,1763689454818918121,1763689454818838238,-79883
5951,1763689454819977586,1763689454819898953,-78633
5952,1763689454821037365,1763689454820957891,-79474
5953,1763689454822097108,1763689454822016939,-80169
5954,1763689454823157962,1763689454823078173,-79789
5955,1763689454824217889,1763689454824139351,-78538
5956,1763689454825277632,1763689454825197196,-80436
5957,1763689454826337356,1763689454826258503,-78853
5958,1763689454827398117,1763689454827320200,-77917
5959,1763689454828458082,1763689454828378378,-79704
5960,1763689454829517917,1763689454829438093,-79824
5961,1763689454830578863,1763689454830499179,-79684
5962,1763689454831638717,1763689454831560320,-78397
5963,1763689454832698515,1763689454832618757,-79758
5964,1763689454833758276,1763689454833678306,-79970
5965,1763689454834819019,1763689454834739817,-79202
5966,1763689454835878817,1763689454835799977,-78840
5967,1763689454836938671,1763689454836858636,-80035
5968,1763689454837998321,1763689454837918315,-80006
5969,1763689454839059101,1763689454838979252,-79849
5970,1763689454840118936,1763689454840040967,-77969
5971,1763689454841178734,1763689454841098756,-79978
5972,1763689454842238551,1763689454842158490,-80061
5973,1763689454843299367,1763689454843221983,-77384
5974,1763689454844359295,1763689454844279920,-79375
5975,1763689454845419038,1763689454845339210,-79828
5976,1763689454846479873,1763689454846400406,-79467
5977,1763689454847539819,1763689454847461436,-78383
5978,1763689454848599821,1763689454848520948,-78873
5979,1763689454849659545,1763689454849579570,-79975
5980,1763689454850720343,1763689454850640619,-79724
5981,1763689454851780327,1763689454851701852,-78475
5982,1763689454852840088,1763689454852760327,-79761
5983,1763689454853899886,1763689454853821153,-78733
5984,1763689454854960684,1763689454854880961,-79723
5985,1763689454856020556,1763689454855941806,-78750
5986,1763689454857080373,1763689454857000817,-79556
5987,1763689454858140264,1763689454858060291,-79973
5988,1763689454859201043,1763689454859121432,-79611
5989,1763689454860260804,1763689454860181981,-78823
5990,1763689454861320603,1763689454861240622,-79981
5991,1763689454862381549,1763689454862302893,-78656
5992,1763689454863441440,1763689454863362849,-78591
5993,1763689454864501201,1763689454864421453,-79748
5994,1763689454865560888,1763689454865481131,-79757
5995,1763689454866621760,1763689454866542568,-79192
5996,1763689454867681540,1763689454867603617,-77923
5997,1763689454868741375,1763689454868661461,-79914
5998,1763689454869801062,1763689454869720899,-80163
5999,1763689454870861527,1763689454870781966,-79561
6000,1763689454871921510,1763689454871842737,-78773
6001,1763689454872981364,1763689454872901674,-79690
6002,1763689454874041162,1763689454873962537,-78625
6003,1763689454875101849,1763689454875022678,-79171
6004,1763689454876161721,1763689454876083782,-77939
6005,1763689454877221538,1763689454877140609,-80929
6006,1763689454878281410,1763689454878199676,-81734
6007,1763689454879342227,1763689454879265020,-77207
6008,1763689454880402099,1763689454880324161,-77938
6009,1763689454881462045,1763689454881383025,-79020
6010,1763689454882522973,1763689454882443518,-79455
6011,1763689454883582734,1763689454883504492,-78242
6012,1763689454884642569,1763689454884562800,-79769
6013,1763689454885702219,1763689454885622700,-79519
6014,1763689454886762962,1763689454886683489,-79473
6015,1763689454887822853,1763689454887744779,-78074
6016,1763689454888882688,1763689454888803068,-79620
6017,1763689454889942412,1763689454889863394,-79018
6018,1763689454891003247,1763689454890923906,-79341
6019,1763689454892063064,1763689454891984676,-78388
6020,1763689454893122880,1763689454893043817,-79063
6021,1763689454894182642,1763689454894103088,-79554
6022,1763689454895243532,1763689454895164137,-79395
6023,1763689454896303386,1763689454896223870,-79516
6024,1763689454897363166,1763689454897283215,-79951
6025,1763689454898423945,1763689454898344597,-79348
6026,1763689454899483836,1763689454899405127,-78709
6027,1763689454900543653,1763689454900463972,-79681
6028,1763689454901603414,1763689454901523927,-79487
6029,1763689454902664249,1763689454902584754,-79495
6030,1763689454903724066,1763689454903645487,-78579
6031,1763689454904783845,1763689454904703666,-80179
6032,1763689454905843681,1763689454905763714,-79967
6033,1763689454906904460,1763689454906825688,-78772
6034,1763689454907964388,1763689454907885830,-78558
6035,1763689454909024112,1763689454908944341,-79771
6036,1763689454910083910,1763689454910003834,-80076
6037,1763689454911144782,1763689454911065123,-79659
6038,1763689454912204581,1763689454912126005,-78576
6039,1763689454913264490,1763689454913184813,-79677
6040,1763689454914324362,1763689454914244491,-79871
6041,1763689454915385160,1763689454915307613,-77547
6042,1763689454916445125,1763689454916365717,-79408
6043,1763689454917504960,1763689454917425081,-79879
6044,1763689454918565740,1763689454918486259,-79481
6045,1763689454919625612,1763689454919546955,-78657
6046,1763689454920685484,1763689454920606689,-78795
6047,1763689454921744931,1763689454921665441,-79490
6048,1763689454922805803,1763689454922726212,-79591
6049,1763689454923865620,1763689454923786723,-78897
6050,1763689454924925455,1763689454924845939,-79516
6051,1763689454925985308,1763689454925905654,-79654
6052,1763689454927046032,1763689454926966128,-79904
6053,1763689454928105905,1763689454928027566,-78339
6054,1763689454929165647,1763689454929086503,-79144
6055,1763689454930225316,1763689454930145792,-79524
6056,1763689454931286170,1763689454931207915,-78255
6057,1763689454932345986,1763689454932266371,-79615
6058,1763689454933405821,1763689454933326123,-79698
6059,1763689454934466564,1763689454934387931,-78633
6060,1763689454935526473,1763689454935447720,-78753
6061,1763689454936586197,1763689454936506953,-79244
6062,1763689454937646070,1763689454937566372,-79698
6063,1763689454938706905,1763689454938628384,-78521
6064,1763689454939766740,1763689454939688154,-78586
6065,1763689454940826557,1763689454940747203,-79354
6066,1763689454941886244,1763689454941806214,-80030
6067,1763689454942946949,1763689454942867726,-79223
6068,1763689454944006933,1763689454943928089,-78844
6069,1763689454945066712,1763689454944986712,-80000
6070,1763689454946126492,1763689454946046260,-80232
6071,1763689454947187309,1763689454947107401,-79908
6072,1763689454948247088,1763689454948169302,-77786
6073,1763689454949306831,1763689454949227165,-79666
6074,1763689454950366684,1763689454950286713,-79971
6075,1763689454951436872,1763689454951359317,-77555
6076,1763689454952496744,1763689454952416921,-79823
6077,1763689454953556579,1763689454953476766,-79813
6078,1763689454954617284,1763689454954537796,-79488
6079,1763689454955677323,1763689454955598974,-78349
6080,1763689454956737122,1763689454956658041,-79081
6081,1763689454957797031,1763689454957717294,-79737
6082,1763689454958857847,1763689454958778027,-79820
6083,1763689454959917683,1763689454959838890,-78793
6084,1763689454960977444,1763689454960897328,-80116
6085,1763689454962037149,1763689454961957969,-79180
6086,1763689454963097929,1763689454963018332,-79597
6087,1763689454964157764,1763689454964080547,-77217
6088,1763689454965217618,1763689454965138003,-79615
6089,1763689454966277379,1763689454966197718,-79661
6090,1763689454967338362,1763689454967260156,-78206
6091,1763689454968396827,1763689454968317112,-79715
6092,1763689454969455162,1763689454969375179,-79983
6093,1763689454970515090,1763689454970436764,-78326
6094,1763689454971575036,1763689454971496794,-78242
6095,1763689454972634446,1763689454972554732,-79714
6096,1763689454973694281,1763689454973614669,-79612
6097,1763689454974755264,1763689454974675755,-79509
6098,1763689454975815192,1763689454975737618,-77574
6099,1763689454976875064,1763689454976795259,-79805
6100,1763689454977934936,1763689454977854826,-80110
6101,1763689454978995679,1763689454978916171,-79508
