seq,tx_ts,rx_ts,latency_ns
1977,1763689450607348428,1763689450607270229,-78199
1978,1763689450608408356,1763689450608328796,-79560
1979,1763689450609468117,1763689450609388252,-79865
1980,1763689450610528934,1763689450610449875,-79059
1981,1763689450611588862,1763689450611510127,-78735
1982,1763689450612648734,1763689450612568916,-79818
1983,1763689450613708439,1763689450613628446,-79993
1984,1763689450614769349,1763689450614690161,-79188
1985,1763689450615829258,1763689450615750876,-78382
1986,1763689450616889167,1763689450616809240,-79927
1987,1763689450617948965,1763689450617869196,-79769
1988,1763689450619009708,1763689450618931614,-78094
1989,1763689450620069673,1763689450619992237,-77436
1990,1763689450621129286,1763689450621049841,-79445
1991,1763689450622189121,1763689450622111019,-78102
1992,1763689450623250030,1763689450623183623,-66407
1993,1763689450624309995,1763689450624231024,-78971
1994,1763689450625369923,1763689450625290628,-79295
1995,1763689450626430684,1763689450626351139,-79545
1996,1763689450627490630,1763689450627412280,-78350
1997,1763689450628550447,1763689450628471088,-79359
1998,1763689450629610338,1763689450629530488,-79850
1999,1763689450630671154,1763689450630591870,-79284
2000,1763689450631731119,1763689450631652789,-78330
2001,1763689450632790973,1763689450632713189,-77784
2002,1763689450633850845,1763689450633772053,-78792
2003,1763689450634911773,1763689450634832897,-78876
2004,1763689450635971682,1763689450635893983,-77699
2005,1763689450637031536,1763689450636952087,-79449
2006,1763689450638091334,1763689450638011802,-79532
2007,1763689450639152114,1763689450639072814,-79300
2008,1763689450640212115,1763689450640133769,-78346
2009,1763689450641271951,1763689450641192910,-79041
2010,1763689450642331823,1763689450642251922,-79901
2011,1763689450643392640,1763689450643314878,-77762
2012,1763689450644452530,1763689450644372704,-79826
2013,1763689450645512440,1763689450645432716,-79724
2014,1763689450646573330,1763689450646495097,-78233
2015,1763689450647632869,1763689450647554775,-78094
2016,1763689450648692686,1763689450648613287,-79399
2017,1763689450649752465,1763689450649672780,-79685
2018,1763689450650813301,1763689450650734421,-78880
2019,1763689450651873247,1763689450651795025,-78222
2020,1763689450652933175,1763689450652853222,-79953
2021,1763689450653992973,1763689450653913178,-79795
2022,1763689450655053716,1763689450654975356,-78360
2023,1763689450656113588,1763689450656035497,-78091
2024,1763689450657173423,1763689450657094434,-78989
2025,1763689450658233184,1763689450658153686,-79498
2026,1763689450659293890,1763689450659216290,-77600
2027,1763689450660353817,1763689450660275043,-78774
2028,1763689450661413560,1763689450661333980,-79580
2029,1763689450662474395,1763689450662394843,-79552
2030,1763689450663534230,1763689450663455984,-78246
2031,1763689450664594140,1763689450664514348,-79792
2032,1763689450665653864,1763689450665573933,-79931
2033,1763689450666714606,1763689450666635074,-79532
2034,1763689450667774460,1763689450667696030,-78430
2035,1763689450668834295,1763689450668755079,-79216
2036,1763689450669894056,1763689450669814757,-79299
2037,1763689450670954077,1763689450670874972,-79105
2038,1763689450672013764,1763689450671935335,-78429
2039,1763689450673073469,1763689450672993958,-79511
2040,1763689450674133267,1763689450674055043,-78224
2041,1763689450675194214,1763689450675114610,-79604
2042,1763689450676254067,1763689450676175585,-78482
2043,1763689450677313884,1763689450677234244,-79640
2044,1763689450678373719,1763689450678304441,-69278
2045,1763689450679433962,1763689450679355989,-77973
2046,1763689450680493760,1763689450680413982,-79778
2047,1763689450681553503,1763689450681473660,-79843
2048,1763689450682614375,1763689450682535450,-78925
2049,1763689450683674266,1763689450683596054,-78212
2050,1763689450684734027,1763689450684654232,-79795
2051,1763689450685793751,1763689450685713688,-80063
2052,1763689450686854438,1763689450686774977,-79461
2053,1763689450687914292,1763689450687836840,-77452
2054,1763689450688974127,1763689450688894741,-79386
2055,1763689450690033888,1763689450689954122,-79766
2056,1763689450691094779,1763689450691016041,-78738
2057,1763689450692154688,1763689450692076275,-78413
2058,1763689450693214486,1763689450693134823,-79663
2059,1763689450694274321,1763689450694194464,-79857
2060,1763689450695335101,1763689450695256661,-78440
2061,1763689450696394955,1763689450696315728,-79227
2062,1763689450697454716,1763689450697375443,-79273
2063,1763689450698515273,1763689450698435658,-79615
2064,1763689450699575182,1763689450699496911,-78271
2065,1763689450700635036,1763689450700555441,-79595
2066,1763689450701694964,1763689450701616119,-78845
2067,1763689450702755892,1763689450702676871,-79021
2068,1763689450703815819,1763689450703737179,-78640
2069,1763689450704875618,1763689450704797320,-78298
2070,1763689450705935434,1763689450705856035,-79399
2071,1763689450706996214,1763689450706917343,-78871
2072,1763689450708056012,1763689450707977724,-78288
2073,1763689450709115847,1763689450709035995,-79852
2074,1763689450710175682,1763689450710096488,-79194
2075,1763689450711236407,1763689450711156833,-79574
2076,1763689450712294871,1763689450712216363,-78508
2077,1763689450713353244,1763689450713273263,-79981
2078,1763689450714392245,1763689450714314627,-77618
2079,1763689450715452821,1763689450715375638,-77183
2080,1763689450716512860,1763689450716431538,-81322
2081,1763689450717572825,1763689450717491087,-81738
2082,1763689450718633753,1763689450718552246,-81507
2083,1763689450719693681,1763689450719622369,-71312
2084,1763689450720753553,1763689450720675918,-77635
2085,1763689450721813332,1763689450721734466,-78866
2086,1763689450722874186,1763689450722795348,-78838
2087,1763689450723934132,1763689450723858119,-76013
2088,1763689450724993949,1763689450724914908,-79041
2089,1763689450726053858,1763689450725974178,-79680
2090,1763689450727114582,1763689450727035116,-79466
2091,1763689450728174492,1763689450728097812,-76680
2092,1763689450729234290,1763689450729157324,-76966
2093,1763689450730294051,1763689450730215039,-79012
2094,1763689450731354794,1763689450731277125,-77669
2095,1763689450732414758,1763689450732335895,-78863
2096,1763689450733474649,1763689450733395018,-79631
2097,1763689450734535318,1763689450734455863,-79455
2098,1763689450735595208,1763689450735517022,-78186
2099,1763689450736654951,1763689450736575386,-79565
2100,1763689450737714879,1763689450737636693,-78186
2101,1763689450738775696,1763689450738696816,-78880
2102,1763689450739835605,1763689450739757512,-78093
2103,1763689450740895588,1763689450740815931,-79657
2104,1763689450741955516,1763689450741876184,-79332
2105,1763689450743016425,1763689450742937954,-78471
2106,1763689450744076464,1763689450743998003,-78461
2107,1763689450745136188,1763689450745056662,-79526
2108,1763689450746195912,1763689450746116081,-79831
2109,1763689450747256729,1763689450747178222,-78507
2110,1763689450748316712,1763689450748237252,-79460
2111,1763689450749376084,1763689450749296375,-79709
2112,1763689450750436864,1763689450750357479,-79385
2113,1763689450751496810,1763689450751418546,-78264
2114,1763689450752556516,1763689450752477354,-79162
2115,1763689450753616462,1763689450753536717,-79745
2116,1763689450754677168,1763689450754597988,-79180
2117,1763689450755737114,1763689450755658944,-78170
2118,1763689450756797023,1763689450756718696,-78327
2119,1763689450757856803,1763689450757777300,-79503
2120,1763689450758917564,1763689450758838922,-78642
2121,1763689450759977510,1763689450759899156,-78354
2122,1763689450761037290,1763689450760957704,-79586
2123,1763689450762097088,1763689450762017420,-79668
2124,1763689450763157960,1763689450763078894,-79066
2125,1763689450764217907,1763689450764139665,-78242
2126,1763689450765277835,1763689450765198676,-79159
2127,1763689450766337744,1763689450766258317,-79427
2128,1763689450767398560,1763689450767320829,-77731
2129,1763689450768458470,1763689450768378488,-79982
2130,1763689450769518286,1763689450769438481,-79805
2131,1763689450770579177,1763689450770500863,-78314
2132,1763689450771639068,1763689450771560708,-78360
2133,1763689450772698866,1763689450772619516,-79350
2134,1763689450773758775,1763689450773679249,-79526
2135,1763689450774819648,1763689450774740020,-79628
2136,1763689450775879631,1763689450775801439,-78192
2137,1763689450776939429,1763689450776859765,-79664
2138,1763689450777999172,1763689450777919406,-79766
2139,1763689450779059914,1763689450778980899,-79015
2140,1763689450780119786,1763689450780041577,-78209
2141,1763689450781179622,1763689450781098311,-81311
2142,1763689450782239457,1763689450782158082,-81375
2143,1763689450783300236,1763689450783221482,-78754
2144,1763689450784360090,1763689450784281753,-78337
2145,1763689450785419944,1763689450785338746,-81198
2146,1763689450786479946,1763689450786399498,-80448
2147,1763689450787539874,1763689450787459065,-80809
2148,1763689450788599561,1763689450788519576,-79985
2149,1763689450789659414,1763689450789578014,-81400
2150,1763689450790719324,1763689450790638877,-80447
2151,1763689450791777714,1763689450791696629,-81085
2152,1763689450792836179,1763689450792754363,-81816
2153,1763689450793894551,1763689450793812689,-81862
2154,1763689450794954646,1763689450794873812,-80834
2155,1763689450796014518,1763689450795934230,-80288
2156,1763689450797074279,1763689450796993038,-81241
2157,1763689450798134188,1763689450798052494,-81694
2158,1763689450799194116,1763689450799112580,-81536
2159,1763689450800253525,1763689450800174443,-79082
2160,1763689450801313379,1763689450801233603,-79776
2161,1763689450802373251,1763689450802302373,-70878
2162,1763689450803433531,1763689450803355681,-77850
2163,1763689450804493459,1763689450804414341,-79118
2164,1763689450805553294,1763689450805474074,-79220
2165,1763689450806614240,1763689450806535289,-78951
2166,1763689450807674113,1763689450807596227,-77886
2167,1763689450808733911,1763689450808654442,-79469
2168,1763689450809793746,1763689450809715342,-78404
2169,1763689450810854414,1763689450810776150,-78264
2170,1763689450811914324,1763689450811836976,-77348
2171,1763689450812974103,1763689450812894654,-79449
2172,1763689450814034013,1763689450813954370,-79643
2173,1763689450815094792,1763689450815015677,-79115
2174,1763689450816154757,1763689450816076689,-78068
2175,1763689450817214518,1763689450817134922,-79596
2176,1763689450818274372,1763689450818195304,-79068
2177,1763689450819335189,1763689450819256964,-78225
2178,1763689450820395153,1763689450820315327,-79826
2179,1763689450821455063,1763689450821375172,-79891
2180,1763689450822515842,1763689450822436165,-79677
2181,1763689450823575770,1763689450823497954,-77816
2182,1763689450824635587,1763689450824555817,-79770
2183,1763689450825695329,1763689450825615681,-79648
2184,1763689450826756183,1763689450826676692,-79491
2185,1763689450827816148,1763689450827737778,-78370
2186,1763689450828875983,1763689450828796585,-79398
2187,1763689450829935800,1763689450829856541,-79259
2188,1763689450830996764,1763689450830917386,-79378
2189,1763689450832056655,1763689450831978620,-78035
2190,1763689450833116490,1763689450833037224,-79266
2191,1763689450834176307,1763689450834096235,-80072
2192,1763689450835237216,1763689450835157654,-79562
2193,1763689450836297126,1763689450836218795,-78331
2194,1763689450837357016,1763689450837276696,-80320
2195,1763689450838417777,1763689450838336188,-81589
2196,1763689450839477761,1763689450839398552,-79209
2197,1763689450840537559,1763689450840457934,-79625
2198,1763689450841597376,1763689450841517704,-79672
2199,1763689450842658285,1763689450842579234,-79051
2200,1763689450843718416,1763689450843640338,-78078
2201,1763689450844778196,1763689450844698498,-79698
2202,1763689450845838105,1763689450845758880,-79225
2203,1763689450846898903,1763689450846820150,-78753
2204,1763689450847958720,1763689450847880384,-78336
2205,1763689450849018537,1763689450848938710,-79827
2206,1763689450850078316,1763689450849998740,-79576
2207,1763689450851138837,1763689450851060270,-78567
2208,1763689450852198820,1763689450852120263,-78557
2209,1763689450853258618,1763689450853178738,-79880
2210,1763689450854318324,1763689450854238842,-79482
2211,1763689450855379196,1763689450855301057,-78139
2212,1763689450856439216,1763689450856359624,-79592
2213,1763689450857499033,1763689450857419376,-79657
2214,1763689450858559905,1763689450858480425,-79480
2215,1763689450859619796,1763689450859542473,-77323
2216,1763689450860679520,1763689450860599855,-79665
2217,1763689450861739300,1763689450861659866,-79434
2218,1763689450862800098,1763689450862720563,-79535
2219,1763689450863859952,1763689450863781871,-78081
2220,1763689450864919768,1763689450864841104,-78664
2221,1763689450865979567,1763689450865899727,-79840
2222,1763689450867040365,1763689450866960720,-79645
2223,1763689450868100292,1763689450868021713,-78579
2224,1763689450869160146,1763689450869080354,-79792
2225,1763689450870219926,1763689450870139958,-79968
2226,1763689450871280780,1763689450871202747,-78033
2227,1763689450872339281,1763689450872260462,-78819
2228,1763689450873397654,1763689450873318344,-79310
2229,1763689450874457655,1763689450874378948,-78707
2230,1763689450875517694,1763689450875439311,-78383
2231,1763689450876577530,1763689450876497878,-79652
2232,1763689450877637328,1763689450877557871,-79457
2233,1763689450878698311,1763689450878620327,-77984
2234,1763689450879758276,1763689450879680135,-78141
2235,1763689450880818130,1763689450880738980,-79150
2236,1763689450881877835,1763689450881798213,-79622
2237,1763689450882938652,1763689450882859429,-79223
2238,1763689450883998635,1763689450883920329,-78306
2239,1763689450885058452,1763689450884978581,-79871
2240,1763689450886118250,1763689450886038741,-79509
2241,1763689450887179011,1763689450887099863,-79148
2242,1763689450888238957,1763689450888160264,-78693
2243,1763689450889298718,1763689450889219016,-79702
2244,1763689450890358443,1763689450890278546,-79897
2245,1763689450891419222,1763689450891341002,-78220
2246,1763689450892479150,1763689450892400328,-78822
2247,1763689450893538967,1763689450893459469,-79498
2248,1763689450894599802,1763689450894520499,-79303
2249,1763689450895659748,1763689450895581473,-78275
2250,1763689450896719528,1763689450896640003,-79525
2251,1763689450897779363,1763689450897699904,-79459
2252,1763689450898840161,1763689450898760582,-79579
2253,1763689450899899996,1763689450899821241,-78755
2254,1763689450900959906,1763689450900880679,-79227
2255,1763689450902019259,1763689450901939468,-79791
2256,1763689450903080113,1763689450903001109,-79004
2257,1763689450904140022,1763689450904061509,-78513
2258,1763689450905199857,1763689450905119947,-79910
2259,1763689450906259767,1763689450906180977,-78790
2260,1763689450907320694,1763689450907243803,-76891
2261,1763689450908380585,1763689450908301037,-79548
2262,1763689450909440235,1763689450909360419,-79816
2263,1763689450910501089,1763689450910421467,-79622
2264,1763689450911561035,1763689450911482219,-78816
2265,1763689450912620815,1763689450912540879,-79936
2266,1763689450913680557,1763689450913600761,-79796
2267,1763689450914741430,1763689450914662346,-79084
2268,1763689450915801376,1763689450915723209,-78167
2269,1763689450916861193,1763689450916781239,-79954
2270,1763689450917920935,1763689450917840862,-80073
2271,1763689450918981808,1763689450918901911,-79897
2272,1763689450920041680,1763689450919964737,-76943
2273,1763689450921101441,1763689450921020156,-81285
2274,1763689450922161165,1763689450922079852,-81313
2275,1763689450923221945,1763689450923140919,-81026
2276,1763689450924281835,1763689450924203042,-78793
2277,1763689450925341708,1763689450925261942,-79766
2278,1763689450926402524,1763689450926322972,-79552
2279,1763689450927462452,1763689450927384169,-78283
2280,1763689450928522250,1763689450928443551,-78699
2281,1763689450929582048,1763689450929502525,-79523
2282,1763689450930642846,1763689450930563962,-78884
2283,1763689450931702682,1763689450931624196,-78486
2284,1763689450932762480,1763689450932683282,-79198
2285,1763689450933822334,1763689450933743571,-78763
2286,1763689450934883261,1763689450934803879,-79382
2287,1763689450935943152,1763689450935864946,-78206
2288,1763689450937003024,1763689450936923327,-79697
2289,1763689450938062785,1763689450937982931,-79854
2290,1763689450939123565,1763689450939043998,-79567
2291,1763689450940183530,1763689450940105047,-78483
2292,1763689450941243476,1763689450941163669,-79807
2293,1763689450942303330,1763689450942223940,-79390
2294,1763689450943364054,1763689450943285841,-78213
2295,1763689450944423926,1763689450944344463,-79463
2296,1763689450945483798,1763689450945404345,-79453
2297,1763689450946543726,1763689450946464542,-79184
2298,1763689450947603561,1763689450947526294,-77267
2299,1763689450948663378,1763689450948583824,-79554
2300,1763689450949723176,1763689450949643576,-79600
2301,1763689450950784067,1763689450950704328,-79739
2302,1763689450951843939,1763689450951765673,-78266
2303,1763689450952903348,1763689450952823721,-79627
2304,1763689450953963128,1763689450953883455,-79673
2305,1763689450955023889,1763689450954944392,-79497
2306,1763689450956083724,1763689450956006645,-77079
2307,1763689450957143615,1763689450957063897,-79718
2308,1763689450958203302,1763689450958123482,-79820
2309,1763689450959264156,1763689450959185994,-78162
2310,1763689450960324084,1763689450960245246,-78838
2311,1763689450961383919,1763689450961305739,-78180
2312,1763689450962444698,1763689450962365510,-79188
2313,1763689450963504589,1763689450963426299,-78290
2314,1763689450964564387,1763689450964485070,-79317
2315,1763689450965624148,1763689450965544174,-79974
2316,1763689450966685002,1763689450966605741,-79261
2317,1763689450967744967,1763689450967666400,-78567
2318,1763689450968804784,1763689450968724893,-79891
2319,1763689450969864582,1763689450969785293,-79289
2320,1763689450970925454,1763689450970846064,-79390
2321,1763689450971985326,1763689450971906798,-78528
2322,1763689450973045069,1763689450972965291,-79778
2323,1763689450974104830,1763689450974024987,-79843
2324,1763689450975165573,1763689450975087480,-78093
2325,1763689450976225389,1763689450976147492,-77897
2326,1763689450977285187,1763689450977205688,-79499
2327,1763689450978345097,1763689450978265404,-79693
2328,1763689450979405950,1763689450979327711,-78239
2329,1763689450980465897,1763689450980386538,-79359
2330,1763689450981525824,1763689450981446271,-79553
2331,1763689450982586604,1763689450982507135,-79469
2332,1763689450983646476,1763689450983568331,-78145
2333,1763689450984706237,1763689450984626824,-79413
2334,1763689450985765943,1763689450985686280,-79663
2335,1763689450986826704,1763689450986747032,-79672
2336,1763689450987886576,1763689450987808266,-78310
2337,1763689450988946486,1763689450988867796,-78690
2338,1763689450990006284,1763689450989926585,-79699
2339,1763689450991067063,1763689450990987559,-79504
2340,1763689450992126973,1763689450992048182,-78791
2341,1763689450993186808,1763689450993107101,-79707
2342,1763689450994246588,1763689450994166964,-79624
2343,1763689450995307367,1763689450995229050,-78317
2344,1763689450996367221,1763689450996287635,-79586
2345,1763689450997427019,1763689450997347980,-79039
2346,1763689450998487743,1763689450998408066,-79677
2347,1763689450999547634,1763689450999468873,-78761
2348,1763689451000607488,1763689451000527903,-79585
2349,1763689451001667304,1763689451001587878,-79426
2350,1763689451002728584,1763689451002651352,-77232
2351,1763689451003788049,1763689451003710308,-77741
2352,1763689451004847865,1763689451004768505,-79360
2353,1763689451005907645,1763689451005828294,-79351
2354,1763689451006968499,1763689451006889342,-79157
2355,1763689451008028426,1763689451007949891,-78535
2356,1763689451009088299,1763689451009008513,-79786
2357,1763689451010148097,1763689451010068469,-79628
2358,1763689451011208969,1763689451011130573,-78396
2359,1763689451012268786,1763689451012190825,-77961
2360,1763689451013328639,1763689451013249300,-79339
2361,1763689451014389604,1763689451014310274,-79330
2362,1763689451015449569,1763689451015371619,-77950
2363,1763689451016509497,1763689451016430834,-78663
2364,1763689451017569351,1763689451017489512,-79839
2365,1763689451018630038,1763689451018550728,-79310
2366,1763689451019689891,1763689451019611313,-78578
2367,1763689451020749671,1763689451020670121,-79550
2368,1763689451021809377,1763689451021729891,-79486
2369,1763689451022870286,1763689451022790718,-79568
2370,1763689451023930251,1763689451023851637,-78614
2371,1763689451024989975,1763689451024911167,-78808
2372,1763689451026049810,1763689451025970085,-79725
2373,1763689451027110608,1763689451027031189,-79419
2374,1763689451028170443,1763689451028092442,-78001
2375,1763689451029230167,1763689451029150472,-79695
2376,1763689451030289965,1763689451030211057,-78908
2377,1763689451031350856,1763689451031272495,-78361
2378,1763689451032410728,1763689451032331265,-79463
2379,1763689451033470582,1763689451033390795,-79787
2380,1763689451034531325,1763689451034452010,-79315
2381,1763689451035591308,1763689451035512800,-78508
2382,1763689451036651217,1763689451036571737,-79480
2383,1763689451037710941,1763689451037631248,-79693
2384,1763689451038771740,1763689451038693519,-78221
2385,1763689451039831649,1763689451039753568,-78081
2386,1763689451040891373,1763689451040812283,-79090
2387,1763689451041951190,1763689451041871405,-79785
2388,1763689451043011877,1763689451042932102,-79775
2389,1763689451044071823,1763689451043994187,-77636
2390,1763689451045131491,1763689451045051866,-79625
2391,1763689451046191308,1763689451046111636,-79672
2392,1763689451047252051,1763689451047185722,-66329
2393,1763689451048311960,1763689451048233067,-78893
2394,1763689451049371795,1763689451049293078,-78717
2395,1763689451050432779,1763689451050353182,-79597
2396,1763689451051492780,1763689451051414119,-78661
2397,1763689451052552579,1763689451052473020,-79559
2398,1763689451053612358,1763689451053532828,-79530
2399,1763689451054672879,1763689451054593339,-79540
2400,1763689451055732806,1763689451055654184,-78622
2401,1763689451056792716,1763689451056712862,-79854
2402,1763689451057852514,1763689451057773762,-78752
2403,1763689451058913404,1763689451058833959,-79445
2404,1763689451059973369,1763689451059894637,-78732
2405,1763689451061033223,1763689451060953611,-79612
2406,1763689451062093040,1763689451062013604,-79436
2407,1763689451063153838,1763689451063074579,-79259
2408,1763689451064212358,1763689451064134072,-78286
2409,1763689451065270749,1763689451065190805,-79944
2410,1763689451066329140,1763689451066250039,-79101
2411,1763689451067389216,1763689451067311717,-77499
2412,1763689451068449088,1763689451068369655,-79433
2413,1763689451069509127,1763689451069429407,-79720
2414,1763689451070569962,1763689451070490344,-79618
2415,1763689451071629834,1763689451071551967,-77867
2416,1763689451072689614,1763689451072609886,-79728
2417,1763689451073749356,1763689451073670212,-79144
2418,1763689451074810321,1763689451074730557,-79764
2419,1763689451075870360,1763689451075791901,-78459
2420,1763689451076930214,1763689451076850357,-79857
2421,1763689451077990049,1763689451077910221,-79828
2422,1763689451079050829,1763689451078971769,-79060
2423,1763689451080110682,1763689451080032799,-77883
2424,1763689451081170425,1763689451081090810,-79615
2425,1763689451082230260,1763689451082150544,-79716
2426,1763689451083290947,1763689451083213074,-77873
2427,1763689451084350819,1763689451084271141,-79678
2428,1763689451085410562,1763689451085331578,-78984
2429,1763689451086471360,1763689451086391497,-79863
2430,1763689451087531251,1763689451087453379,-77872
2431,1763689451088591049,1763689451088511465,-79584
2432,1763689451089650866,1763689451089571217,-79649
2433,1763689451090711756,1763689451090632080,-79676
2434,1763689451091771629,1763689451091693277,-78352
2435,1763689451092831538,1763689451092751714,-79824
2436,1763689451093891355,1763689451093812263,-79092
2437,1763689451094952301,1763689451094872737,-79564
2438,1763689451096012118,1763689451095933452,-78666
2439,1763689451097071953,1763689451096992149,-79804
2440,1763689451098131788,1763689451098052031,-79757
2441,1763689451099192734,1763689451099115153,-77581
2442,1763689451100252718,1763689451100174183,-78535
2443,1763689451101312534,1763689451101232621,-79913
2444,1763689451102372388,1763689451102301002,-71386
2445,1763689451103432557,1763689451103354255,-78302
2446,1763689451104492410,1763689451104412933,-79477
2447,1763689451105551671,1763689451105472037,-79634
2448,1763689451106612562,1763689451106533122,-79440
2449,1763689451107672379,1763689451107594467,-77912
2450,1763689451108732288,1763689451108653367,-78921
2451,1763689451109792068,1763689451109712305,-79763
2452,1763689451110853014,1763689451110773076,-79938
2453,1763689451111913016,1763689451111834605,-78411
2454,1763689451112972833,1763689451112893876,-78957
2455,1763689451114032557,1763689451113952721,-79836
2456,1763689451115093373,1763689451115014195,-79178
2457,1763689451116153301,1763689451116074614,-78687
2458,1763689451117213025,1763689451117133126,-79899
2459,1763689451118272860,1763689451118193285,-79575
2460,1763689451119333603,1763689451119255574,-78029
2461,1763689451120393568,1763689451120313586,-79982
2462,1763689451121453477,1763689451121374320,-79157
2463,1763689451122514275,1763689451122436720,-77555
2464,1763689451123574129,1763689451123495972,-78157
2465,1763689451124633946,1763689451124553872,-80074
2466,1763689451125693707,1763689451125613532,-80175
2467,1763689451126754357,1763689451126675618,-78739
2468,1763689451127814321,1763689451127735648,-78673
2469,1763689451128874046,1763689451128793789,-80257
2470,1763689451129933899,1763689451129853745,-80154
2471,1763689451130994660,1763689451130915015,-79645
2472,1763689451132054551,1763689451131975879,-78672
2473,1763689451133114405,1763689451133032797,-81608
2474,1763689451134174222,1763689451134092364,-81858
2475,1763689451135235020,1763689451135154506,-80514
2476,1763689451136294984,1763689451136216091,-78893
2477,1763689451137354820,1763689451137275510,-79310
2478,1763689451138415692,1763689451138336429,-79263
2479,1763689451139475546,1763689451139397422,-78124
2480,1763689451140535344,1763689451140456507,-78837
2481,1763689451141595179,1763689451141515278,-79901
2482,1763689451142656033,1763689451142576326,-79707
2483,1763689451143715905,1763689451143637190,-78715
2484,1763689451144775796,1763689451144695849,-79947
2485,1763689451145835557,1763689451145755361,-80196
2486,1763689451146896355,1763689451146817002,-79353
2487,1763689451147956357,1763689451147877421,-78936
2488,1763689451149016099,1763689451148936654,-79445
2489,1763689451150076046,1763689451149996147,-79899
2490,1763689451151136936,1763689451151057381,-79555
2491,1763689451152196975,1763689451152118633,-78342
2492,1763689451153256810,1763689451153177441,-79369
2493,1763689451154316683,1763689451154238193,-78490
2494,1763689451155377648,1763689451155299501,-78147
2495,1763689451156437131,1763689451156358086,-79045
2496,1763689451157496948,1763689451157417227,-79721
2497,1763689451158557783,1763689451158478183,-79600
2498,1763689451159617618,1763689451159538750,-78868
2499,1763689451160677564,1763689451160597928,-79636
2500,1763689451161737436,1763689451161657144,-80292
2501,1763689451162798086,1763689451162719155,-78931
2502,1763689451163858033,1763689451163779944,-78089
2503,1763689451164917998,1763689451164838234,-79764
2504,1763689451165977814,1763689451165898115,-79699
2505,1763689451167038538,1763689451166959182,-79356
2506,1763689451168098411,1763689451168021157,-77254
2507,1763689451169158209,1763689451169078631,-79578
2508,1763689451170218007,1763689451170138513,-79494
2509,1763689451171278898,1763689451171200821,-78077
2510,1763689451172338844,1763689451172259314,-79530
2511,1763689451173398642,1763689451173319158,-79484
2512,1763689451174459459,1763689451174379818,-79641
2513,1763689451175519387,1763689451175440848,-78539
2514,1763689451176579296,1763689451176499971,-79325
2515,1763689451177639112,1763689451177559297,-79815
2516,1763689451178699911,1763689451178620790,-79121
2517,1763689451179759838,1763689451179681505,-78333
2518,1763689451180819488,1763689451180739572,-79916
2519,1763689451181879250,1763689451181800491,-78759
2520,1763689451182940029,1763689451182861224,-78805
2521,1763689451184000012,1763689451183921347,-78665
2522,1763689451185059848,1763689451184980099,-79749
2523,1763689451186119572,1763689451186039537,-80035
2524,1763689451187180259,1763689451187100696,-79563
2525,1763689451188240242,1763689451188161541,-78701
2526,1763689451189300170,1763689451189220126,-80044
2527,1763689451190359913,1763689451190280564,-79349
2528,1763689451191420637,1763689451191342260,-78377
2529,1763689451192480601,1763689451192400827,-79774
2530,1763689451193540418,1763689451193460450,-79968
2531,1763689451194601253,1763689451194522961,-78292
2532,1763689451195661200,1763689451195583991,-77209
2533,1763689451196721035,1763689451196641577,-79458
2534,1763689451197780963,1763689451197701551,-79412
2535,1763689451198841742,1763689451198762285,-79457
2536,1763689451199901596,1763689451199823334,-78262
2537,1763689451200961468,1763689451200881586,-79882
2538,1763689451202021266,1763689451201941301,-79965
2539,1763689451203082046,1763689451203002349,-79697
2540,1763689451204141863,1763689451204064490,-77373
2541,1763689451205201698,1763689451205122095,-79603
2542,1763689451206261533,1763689451206183161,-78372
2543,1763689451207321961,1763689451207244043,-77918
2544,1763689451208381889,1763689451208302814,-79075
2545,1763689451209441576,1763689451209362788,-78788
2546,1763689451210502300,1763689451210422763,-79537
2547,1763689451211562042,1763689451211483237,-78805
2548,1763689451212621914,1763689451212542045,-79869
2549,1763689451213681713,1763689451213601964,-79749
2550,1763689451214742659,1763689451214663179,-79480
2551,1763689451215802642,1763689451215724468,-78174
2552,1763689451216862459,1763689451216782498,-79961
2553,1763689451217922239,1763689451217842899,-79340
2554,1763689451218983000,1763689451218904077,-78923
2555,1763689451220042890,1763689451219964718,-78172
2556,1763689451221102800,1763689451221023026,-79774
2557,1763689451222162598,1763689451222082889,-79709
2558,1763689451223223340,1763689451223145178,-78162
2559,1763689451224281805,1763689451224202912,-78893
2560,1763689451225340159,1763689451225260145,-80014
2561,1763689451226399994,1763689451226320953,-79041
2562,1763689451227460644,1763689451227382465,-78179
2563,1763689451228520683,1763689451228440791,-79892
2564,1763689451229580592,1763689451229500784,-79808
2565,1763689451230641724,1763689451230561832,-79892
2566,1763689451231701689,1763689451231623418,-78271
2567,1763689451232761635,1763689451232681670,-79965
2568,1763689451233821489,1763689451233741626,-79863
2569,1763689451234882453,1763689451234802600,-79853
2570,1763689451235942344,1763689451235864001,-78343
2571,1763689451237002142,1763689451236923494,-78648
2572,1763689451238062033,1763689451237982486,-79547
2573,1763689451239123091,1763689451239043868,-79223
2574,1763689451240183000,1763689451240104991,-78009
2575,1763689451241242909,1763689451241163132,-79777
2576,1763689451242302689,1763689451242223032,-79657
2577,1763689451243363598,1763689451243285229,-78369
2578,1763689451244423359,1763689451244343703,-79656
2579,1763689451245483231,1763689451245403789,-79442
2580,1763689451246544159,1763689451246464245,-79914
2581,1763689451247604161,1763689451247525627,-78534
2582,1763689451248664052,1763689451248584212,-79840
2583,1763689451249723887,1763689451249643927,-79960
